name,selected,diocese,town,order,typeHouse,members,year,latitude,longitude,mother hou,nickAdd,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,region,founded,originalFoundation,foundedSource,ID
Tynemouth Priory,,,Tynemouth,Benedictine,,Monks,1538,55.017788,-1.418019,St Albans Abbey,,397.0,5.983936281,2,1,0,1,0,0,3.740904444,0,0.0,NORTHUMBERLAND,5,1083.0,,https://www.english-heritage.org.uk/visit/places/tynemouth-priory-and-castle/history/,752
Carlisle Cathedral,,,Carlisle,Augustinian,Canons Regular,Canons,1536,54.894722,-2.938611,,,418.0,6.035481433,0,1,0,1,0,1,4.405862608,0,0.0,CUMBERLAND,5,,,,753
Whitby Abbey,1.0,,Whitby,Benedictine,,Monks,1540,54.488295,-0.607538,,,437.0,6.079933195,4,1,0,1,0,1,3.018242976,0,0.0,"YORKSHIRE, NORTH RIDING",5,1078.0,657.0,https://www.english-heritage.org.uk/visit/places/whitby-abbey/history-and-stories/history,754
Holmcultram Abbey,,,Abbeytown,Cistercian,,Monks,1538,54.8454,-3.2829,Melrose,,477.0,6.167516491,2,1,0,1,0,1,4.597918246,0,0.0,CUMBERLAND,5,1150.0,,https://www.british-history.ac.uk/vch/cumb/vol2/pp162-173,755
Nostell Priory,,,Nostell,Augustinian,,Canons,1540,53.651667,-1.389167,,,492.0,6.198478716,4,1,0,1,0,1,2.490451537,0,0.0,"YORKSHIRE, WEST RIDING",5,1122.0,,"The Foundation of Nostell Priory, 1109-1153 p25",756
Bridlington Priory,,,Bridlington,Augustinian,Canons Regular,Canons,1538,54.094307,-0.202061,,,547.0,6.304448802,2,1,0,1,0,1,2.585670536,0,0.0,"YORKSHIRE, EAST RIDING",5,1113.0,,https://bridlingtonpriory.co.uk/history-of-bridlington-priory/,757
Selby Abbey,,,Selby,Benedictine,,Monks,1539,53.78406,-1.067159,,,606.0,6.406879986,3,1,0,1,0,1,2.464155407,0,0.0,"YORKSHIRE, WEST RIDING",5,1069.0,,https://www.selbyabbey.org.uk/a-brief-history-of-selby-abbey/,758
Gisborough Priory,,,Guisborough,Augustinian,,Canons,1540,54.536134,-1.048754,,,628.0,6.442540166,4,1,0,1,0,1,3.166007557,0,0.0,"YORKSHIRE, NORTH RIDING",5,1119.0,,https://www.english-heritage.org.uk/visit/places/gisborough-priory/history/,759
Furness Abbey,1.0,,Barrow in Furness,Cistercian,,Monks,1537,54.135859,-3.198288,Savigny,,805.0,6.690842277,1,1,0,1,0,1,4.047554027,0,0.0,LANCASHIRE,5,1127.0,,https://www.british-history.ac.uk/vch/lancs/vol2/pp114-131,760
Fountains Abbey,1.0,,Lindrick with Studley Royal and Fountains,Cistercian,,Monks,1539,54.109931,-1.581182,,,1115.0,7.016609684,3,1,0,1,0,1,2.983328702,0,0.0,"YORKSHIRE, WEST RIDING",5,1132.0,,https://www.nationaltrust.org.uk/fountains-abbey-and-studley-royal-water-garden/features/the-history-of-fountains-abbey,761
Durham Priory,1.0,,Durham,Benedictine,,Monks,1540,54.77321,-1.57683,,,1366.0,7.21964204,4,1,0,1,0,0,3.574413619,0,0.0,DURHAM,5,1083.0,,https://www.british-history.ac.uk/vch/durham/vol2/pp86-103,762
"St Mary's Abbey, York",1.0,,York,Benedictine,,Monks,1539,53.961389,-1.088056,,,1650.0,7.408530567,3,1,0,1,0,1,2.636308531,0,0.0,"YORKSHIRE, NORTH RIDING",5,1180.0,,"https://www.yorkmuseumgardens.org.uk/about/st-marys-abbey/#:~:text=St%20Mary's%20Abbey%20was%20first%20built%20in%201088.&text=Its%20story%20ties%20together%20two,his%20Reformation%20of%20the%20church.",763
Carlisle,,,Carlisle,Dominican,,Friars,1539,54.892223,-2.935675,York,,,,3,0,1,0,1,1,4.402063301,0,,CUMBERLAND,5,,,,764
Carlisle Friary,,,Carlisle,Franciscan,"Friars Minor, Conventual",Friars,1539,54.89523,-2.93643,Newcastle,,,,3,0,1,0,1,1,4.404857108,0,,CUMBERLAND,5,,,,765
Penrith,,,Truro,Augustinian,Austin Friars,Friars,1539,54.664047,-2.748599,York,,,,3,1,0,0,1,1,4.10701077,0,,CUMBERLAND,5,,,,766
"Greyfriars, Hartlepool",,,Hartlepool,Franciscan,"Friars Minor, Conventual",Friars,1538,54.696678,-1.179912,Newcastle,,,,2,0,1,0,1,0,3.358922655,0,,DURHAM,5,,,,767
Lancaster Friary,,,Lancaster,Dominican,,Friars,1539,54.04827,-2.79737,York,,,,3,0,1,0,1,1,3.690704855,0,,LANCASHIRE,5,,,,768
Preston Greyfriars,,,Preston,Franciscan,"Friars Minor, Conventual",Friars,1539,53.75985,-2.703108,Worcester,,,,3,0,1,0,1,1,3.426965331,0,,LANCASHIRE,5,,,,769
Warrington,,,Warrington,Augustinian,Austin Friars,Friars,1539,53.386918,-2.593537,York,,,,3,1,0,0,1,1,3.106543018,0,,LANCASHIRE,5,,,,770
Bamburgh,,,Bamburgh,Dominican,,Friars,1539,55.606945,-1.72447,York,,,,3,0,1,0,1,1,4.400611652,0,,NORTHUMBERLAND,5,,,,771
"Greyfriars, Newcastle Upon Tyne",,,Newcastle Upon Tyne,Franciscan,"Friars Minor, Conventual",Friars,1539,54.973574,-1.612351,,,,,3,0,1,0,1,1,3.772152026,0,,NORTHUMBERLAND,5,,,,772
Hulne,,,Hulne Priory,Carmelites,,Friars,1539,55.43492,-1.74395,,,,,3,0,1,0,1,1,4.248339114,0,,NORTHUMBERLAND,5,,,,773
Newcastle Upon Tyne Austin Friars,,,Newcastle Upon Tyne,Augustinian,Austin Friars,Friars,1539,54.9708,-1.6032,York,,,,3,1,0,0,1,1,3.765987075,0,,NORTHUMBERLAND,5,,,,774
Whitefriars Newcastle Upon Tyne,,,Newcastle Upon Tyne,Carmelites,,,1539,54.968389,-1.612735,,,,,3,0,1,0,1,1,3.767544062,0,,NORTHUMBERLAND,5,,,,775
"Blackfriars, Newcastle",,,Newcastle upon Tyne,Dominican,,Friars,1536,54.971726,-1.619701,York,,,,0,0,1,0,1,0,3.773374148,0,,NORTHUMBERLAND,5,,,,776
Appleby Whitefriars Priory,,,,Carmelites,,,1539,54.581233,-2.489742,,,,,3,0,1,0,1,1,3.880355385,0,,WESTMORLAND,5,,,,777
Ravenstonedale Priory,,,Ravenstonedale,Gilbertine,,Canons,1539,54.43312,-2.429481,Watton Priory,,,,3,0,1,0,1,1,3.726541649,0,,WESTMORLAND,5,,,,778
Beverley Dominicans,,,Beverley,Dominican,,Friars,1539,53.84,-0.421108,York,,,,3,0,1,0,1,1,2.349619937,0,,"YORKSHIRE, EAST RIDING",5,,,,779
Beverley Franciscans,,,Beverley,Franciscan,"Friars Minor, Conventual",Friars,1539,53.837008,-0.435626,York,,,,3,0,1,0,1,1,2.348571692,0,,"YORKSHIRE, EAST RIDING",5,,,,780
Kingston Upon Hull,,,Kingston Upon Hull,Augustinian,Austin Friars,Friars,1539,53.741253,-0.33304,York,,,,3,1,0,0,1,1,2.241581842,0,,"YORKSHIRE, EAST RIDING",5,,,,781
White Friars Hull,,,Kingston Upon Hull,Carmelites,,,1539,53.742804,-0.345237,,,,,3,0,1,0,1,1,2.244327275,0,,"YORKSHIRE, EAST RIDING",5,,,,782
York Austin Friars,,,York,Augustinian,Austin Friars,Friars,1538,53.960151,-1.085495,York,,,,2,1,0,0,1,1,2.634215824,0,,"YORKSHIRE, EAST RIDING",5,,,,783
York Blackfriars,,,York,Dominican,,Friars,1538,53.957959,-1.090136,York,,,,2,0,1,0,1,1,2.63388634,0,,"YORKSHIRE, EAST RIDING",5,,,,784
York Franciscan Friary,,,York,Franciscan,"Friars Minor, Conventual",Friars,1538,53.955094,-1.08135,York,,,,2,0,1,0,1,1,2.627990721,0,,"YORKSHIRE, EAST RIDING",5,,,,785
York Greyfriars,,,York,Franciscan,"Friars Minor, Conventual",Friars,1538,53.95518,-1.081075,,,,,2,0,1,0,1,1,2.627969955,0,,"YORKSHIRE, EAST RIDING",5,,,,786
York Whitefriars,,,York,Carmelites,,,1538,53.958734,-1.076397,,,,,2,0,1,0,1,1,2.629568661,0,,"YORKSHIRE, EAST RIDING",5,,,,787
Northallerton,,,Northallerton,Carmelites,,,1538,54.342289,-1.432519,,,,,2,0,1,0,1,1,3.122428268,0,,"YORKSHIRE, NORTH RIDING",5,,,,788
Richmond Greyfriars,,,Richmond,Franciscan,"Friars Minor, Conventual",Friars,1539,54.404513,-1.73805,Newcastle,,,,3,0,1,0,1,1,3.316993143,0,,"YORKSHIRE, NORTH RIDING",5,,,,789
Scarborough Blackfriars,,,Scarborough,Dominican,,Friars,1539,54.284713,-0.39892,York,,,,3,0,1,0,1,1,2.788887252,0,,"YORKSHIRE, NORTH RIDING",5,,,,790
Scarborough Greyfriars,,,Scarborough,Franciscan,"Friars Minor, Conventual",Friars,1539,54.285036,-0.39503,York,,,,3,0,1,0,1,1,2.788819647,0,,"YORKSHIRE, NORTH RIDING",5,,,,791
Scarborough Whitefriars,,,Scarborough,Carmelites,,,1539,54.283373,-0.397841,,,,,3,0,1,0,1,1,2.787445573,0,,"YORKSHIRE, NORTH RIDING",5,,,,792
Yarm Blackfriars,,,Yarm,Dominican,,Friars,1538,54.506445,-1.352252,York,,,,2,0,1,0,1,1,3.240650212,0,,"YORKSHIRE, NORTH RIDING",5,,,,793
Doncaster Greyfriars,,,Doncaster,Franciscan,"Friars Minor, Conventual",Friars,1538,53.52695,-1.137798,York,,,,2,0,1,0,1,1,2.260060024,0,,"YORKSHIRE, WEST RIDING",5,,,,794
Doncaster Whitefriars,,,Doncaster,Carmelites,,,1538,53.522851,-1.135048,,,,,2,0,1,0,1,1,2.255161276,0,,"YORKSHIRE, WEST RIDING",5,,,,795
Tickhill,,,Tickhill,Augustinian,Austin Friars,Friars,1538,53.428327,-1.119474,York,,,,2,1,0,0,1,1,2.163961267,0,,"YORKSHIRE, WEST RIDING",5,,,,796
Pontefract Blackfriars,,,Pontefract,Dominican,,Friars,1538,53.689592,-1.309873,York,,,,2,0,1,0,1,1,2.484138517,0,,"YORKSHIRE, WEST RIDING",5,,,,797
Stainfield Priory,,,Market Rasen,Benedictine,,Nuns,1536,53.244257,-0.33385117,,1.0,98.0,4.584967478670572,0,1,0,0,1,1,1.7549544316687287,1,98.0,LINCOLNSHIRE,4,,,,798
"St Michael's Priory, Stamford",,,Stamford,Benedictine,,Nuns,1538,52.646248,-0.48220989,,1.0,65.0,4.174387269895637,2,1,0,0,1,1,1.2084568245020582,1,65.0,LINCOLNSHIRE,4,,,,799
